x,y
12979738.078739673,4849751.592243271
12939275.781545624,4896371.748483621
12964605.863758689,4863316.888974614
12949718.106379488,4870809.71299719
12949493.908925027,4861433.527502832
12948852.486019079,4856082.024130857
12964043.922969162,4847115.246287507
12963254.77909893,4851190.60602934
12962837.331008457,4860571.498575093
12929453.72891446,4825393.934907745
12953882.568530062,4847763.751029495
12962035.1627578,4860982.242031129
12959549.509847876,4859407.333628154
12947704.114152055,4855819.990240722
12928722.916457403,4826955.944175489
12944653.069548395,4857586.275905944
12949630.05266227,4839437.499428631
12951102.03028903,4847369.798577689
12955979.605097627,4844780.6310965
12984743.33700421,4852934.590288599
12939497.084693322,4883718.738813934
12963380.013526073,4848202.106740413
12958442.326192446,4878277.212101831
12962069.894438926,4851949.9518227335
12967253.82048619,4853079.863555664
12985324.870024113,4883293.95081018
12956366.551647626,4889641.7579909405
12986802.858903376,4849705.166550276
12946208.202834774,4860456.034503026
12958267.999869866,4858573.505936034
12953118.91682322,4842859.8933242215
12951893.51186857,4869991.790462545
12948776.120848395,4850034.79366358
12970232.730059816,4853499.150654936
12948230.766662998,4854397.4337442
12958434.4225086,4837610.96458321
12940797.741623748,4850473.104383761
12949628.160230925,4877681.269433392
12962858.370392216,4855906.65664074
12965814.904748194,4836504.540650812
12943676.12969719,4851760.001105201
12949823.63725676,4829657.471518619
12960989.984058741,4854365.646287147
12961986.18218185,4857795.79453683
12948581.979656452,4832604.347337613
12943669.33920825,4851389.542346107
12969025.915460126,4845130.976978648
12966373.728591977,4865291.570082993
12950561.128883265,4866535.337024484
12951902.974025287,4858405.935637695
12962683.48747218,4860802.721231105
12937140.785031699,4853623.677540262
12951115.388627924,4855072.106582165
12946037.438735899,4856705.416738352
12965261.535559462,4865052.396415619
12952495.86163325,4862897.042011544
12994203.156012334,4842856.123840179
12949840.89177783,4834751.9882097505
12950001.080525083,4851925.572918031
12950964.216759427,4848471.338088755
12958218.128737988,4864626.373517247
12937191.658038992,4833168.914645133
12946107.236056624,4861368.455142569
12959086.198127193,4865063.148935483
12949746.047571676,4854697.02463515
12948317.484546326,4861646.468162893
12937964.2153051,4843544.803268066
12949546.674363665,4839181.265840035
12950632.707315844,4851014.59931689
12939195.965470724,4841868.713154237
12987768.6668055,4857594.842416131
12961581.424513325,4862037.355435183
12965287.027722852,4858760.537475693
12959804.654120773,4870288.217799243
12941977.728226159,4844573.271586975
12982463.736471744,4851397.232889025
12937799.907736687,4898859.3883246295
12972399.675267598,4832617.526969312
12954382.838321688,4865484.540645661
12957772.628135834,4873721.69272069
12959281.786472518,4859218.256844333
12949723.004437082,4830149.618855499
12967787.820083523,4851232.105180455
12958285.365710428,4860064.628549728
12962471.6464812,4851926.008255091
12951047.817697011,4848470.177593168
12958267.999869866,4858573.505936034
12969485.442318123,4853919.6165722385
12969507.372257808,4856130.366872228
12965189.734487899,4866359.784817018
12956761.401881466,4858777.382103998
12970763.61271141,4852859.124494207
12938227.374581331,4843460.419353855
12951606.530221302,4876407.009392581
12960859.18365706,4863726.002613422
12942070.346042499,4883133.531844481
12967381.503942126,4858735.270586796
12966258.290280024,4834343.629956868
12933595.036610954,4855216.249810914
12929418.774594352,4855994.33999893
12984169.48502917,4847713.563288955
12967025.61553006,4831077.945206145
12944744.685489317,4859353.311322625
12985130.72883217,4850614.859452552
12960900.149229672,4839084.165467015
12949950.875434736,4853517.437722189
12945139.869681632,4880930.727079907
12954459.982728807,4877141.6638006745
12958917.771737624,4843097.66366349
12973566.19221162,4828073.0349623235
12961919.613126356,4859181.516535191
12955846.021708675,4847427.236918106
12959894.822908316,4849202.042002354
12951566.455204617,4849256.444381131
12951281.477308186,4864056.676385592
12949194.904772758,4872494.473846063
12949097.500218315,4851700.506210422
12962327.710379604,4849965.2983061075
12978099.121876722,4853351.839395771
12943827.63552416,4859734.378160364
12910946.97488957,4934218.727922141
12949664.673023906,4848197.609942475
12984657.064398844,4885158.320519562
12971150.89321988,4818908.826560554
12949364.666996218,4864608.065985338
12935025.937345611,4857457.9243327165
12957807.02585849,4872834.455991622
12965832.38190825,4849202.477220204
12950638.495929366,4865626.946027529
12958673.759413805,4844159.580521221
12964349.04969343,4842858.878462992
12949459.845160846,4848863.158150591
12989233.074706884,4881841.686212807
12987695.97517801,4883478.974461141
12966533.806019738,4860120.107045216
12960900.149229672,4839084.165467015
12962312.014331402,4842988.056630838
12944808.360238047,4869487.637196403
12941827.446913589,4889826.1720546475
12939257.636468625,4896908.030896823
13032324.73827347,4886628.400804004
12964931.69590824,4857589.470197015
12986062.027692147,4917456.651608358
12941606.36640487,4850387.210790915
12964178.953511497,4855765.261596917
12947542.700890403,4840511.6362778535
12973385.631997554,4880812.260521842
12949773.432166412,4826048.119560926
12958490.41621247,4852018.300142134
12950613.337724447,4862511.786303709
12963202.124979783,4852978.999273817
12947107.441681402,4860534.898497481
12933777.600575853,4855701.387698853
12952581.466321673,4850974.842255055
12969510.155245077,4853449.079095339
12967599.578824593,4860539.546118908
12957374.438317267,4855721.565999559
12934380.729576971,4854081.450617897
12977829.28343104,4853191.903928943
12955509.83684648,4865291.134159765
12949488.120311508,4875464.258463513
12963513.819554005,4852313.756032347
12966650.58016558,4850971.359892247
12962104.403481074,4858172.7359234
12951427.305841127,4860967.136596039
12975971.917727156,4844326.910903911
12965746.443261357,4860969.896241119
12983606.54236423,4849375.260210972
13008592.53603125,4919576.8873663815
12947216.757421361,4863726.874322416
12964088.339445991,4847405.62497838
12950018.669004628,4859545.585597728
12985211.324143507,4885531.353097202
12955048.306237651,4862666.642193176
12940208.527558982,4846429.800534179
12953818.337183876,4865735.785804391
12958001.389689412,4860386.7567042
12950757.273826042,4851931.232301296
12960305.814468326,4865033.361577943
12953316.73155836,4843763.740814028
12951077.540001053,4852617.49267931
12952075.407916525,4859212.012434379
12971996.253432963,4879825.7249096595
12953065.817426112,4849582.284590042
12964049.266304722,4848675.732485681
12953757.66806139,4842081.670118862
12954024.166922353,4878294.8173987465
12960859.18365706,4863726.002613422
12948359.674633337,4843438.8160269065
12983935.491459524,4851588.047320781
12958490.41621247,4852018.300142134
12964139.769050738,4849822.101679012
12968047.639775034,4850680.006523187
